user_id,name,age,gender,monthly_income,monthly_expenses,savings,credit_score,has_loan,loan_amount,risky_financial_behavior
f2c32c62-d4a4-49f9-8112-1bde650a7af3,Diane Potter,18,Female,57671,34503.24,28101.37,775,1,43477,0
ee78e31f-31f0-46bf-8338-b8879aa85caa,Sean Wells,18,Male,56627,24248.06,28211.04,796,1,41793,0
44462ad5-0dd0-4aac-9b07-fdb25a13323b,Stacy Lawson,18,Female,53732,37426.97,19199.62,712,1,26502,1
2138a9e5-b133-4e4b-b289-1febb95c979c,Matthew French,29,Female,19586,7964.96,11500.39,723,0,0,1
a828c4ab-427c-4b4f-a1d5-a4a05b9fb026,Steven Hays,18,Male,42721,18473.62,19876.65,781,1,49895,0
2de27079-63e7-4186-b78f-65d1a3a07e70,Mark Fowler,28,Female,22607,15973.06,9265.12,665,1,31782,1
3949df28-6ee9-4ac1-b0d3-8e9a5bf4eb1f,Austin Butler,21,Other,24219,20923.38,11583.28,529,1,28361,0
38b2c63f-7dbf-4884-bbcd-440fdec18618,Elizabeth Roberts,24,Other,24834,11300.36,10959.49,509,1,42789,0
a5c3d27c-4f7e-4c44-a61e-9b089f1c8e22,Brandon Espinoza,25,Female,52038,33604.47,6258.02,437,0,0,0
90f98152-0835-45c4-9b15-649c10f2543d,Matthew Blair,21,Male,38661,16539.98,5616.5,494,1,44675,1
649285cc-3cd8-4818-a5e4-d5c5fab7c643,Stephanie Hawkins,27,Female,57144,27733.4,32826.09,482,1,36542,1
ec52aff3-0c7e-4958-8938-eaec16efebc0,Kimberly Fisher,23,Other,38023,18713.87,24064.65,773,1,20584,1
4d645d68-e86d-4c60-97ab-06257f7b4ed5,Christopher Reese,24,Female,19076,16279.62,6784.39,463,0,0,0
1b836d9f-fb22-4536-9a3f-688ec972b776,Christopher Russell,21,Female,31682,20654.06,12662.62,495,1,37303,1
fb0fb21b-92db-4e5d-9be8-ef86e0a048c3,Ian Hall,18,Female,37537,32435.86,13777.62,506,1,40398,0
2e33b3ad-7085-49be-b674-ef7da49b6e89,Dawn Sanchez,22,Other,56721,28379.96,40071.85,699,0,0,1
c7e94f67-8d93-469c-882c-d482ac72f493,Kathleen Hill,22,Other,32893,22496.76,14064.01,677,1,19029,1
5d39b5e9-d642-4826-8174-edc4c17f6dfa,Tara Garrett,20,Female,42691,18826.32,5120.27,794,1,45241,0
05c196f0-43d5-45c0-ac71-9f728f65b975,Mr. David Aguilar,24,Male,55766,49381.03,41654.72,617,1,39057,1
262d07c5-5b23-4a5e-9229-c28843996365,Carlos Valdez,20,Female,28756,18709.02,22051.58,529,0,0,0
7e913992-794b-4d12-91b5-f2aaa56d2bfa,Raymond Reynolds,22,Other,53380,34700.02,8974.69,648,0,0,0
88ef37c0-7a86-4ea7-8d5d-41545dff58da,Mark Brooks,28,Other,53236,34130.59,36717.63,378,0,0,0
a313875c-b12e-4d71-9e3c-e49d44d7e7f7,Jacob Berger,23,Other,41384,31019.38,13913.57,398,0,0,0
6b877805-b0aa-4df9-8c6f-f69c38bb188f,Jennifer Weaver,26,Male,16389,7671.85,11792.16,465,0,0,0
a43bfff2-be5b-48bd-8050-783af922ef90,Diana Holloway,27,Other,51059,41659.17,7708.28,454,1,12772,1
7d758e7f-ab30-4736-a09c-b40531d51ee7,Michelle Thomas,24,Other,42597,19586.57,16097.92,802,0,0,0
cad6dc3a-50ce-4db7-b5e0-325c93e74216,Lauren Bolton,24,Male,27650,20989.57,13513.42,490,0,0,1
e68aff48-5e28-48d3-aa51-13fc89be2390,Dr. Shawna Miles MD,30,Female,48323,19924.51,18292.86,472,1,10747,1
2cd3314d-2fa8-4845-8e5c-1a053d4870db,Stephen Fisher,22,Female,54054,38650.62,34967.43,506,1,38434,0
f529515d-595d-441c-aef5-abf8fe7f1400,Ian Young,22,Other,43292,26685.55,19931.19,695,0,0,1
94d658c3-23f9-43d1-8b8f-f4931411dbf3,William Dennis,21,Other,19662,11263.66,2280.41,780,0,0,1
43b6bb7d-4121-4368-9763-120ac39ac726,Johnathan Edwards,28,Male,55737,29355.71,17277.65,539,1,27234,1
a0cddae6-3cc1-420c-ad02-0babfda4206b,Felicia Rodriguez,21,Female,28975,22872.19,21387.33,377,1,32379,1
f94b2ed5-ac2d-4b20-bdba-329e1728a224,John Donaldson,22,Male,55435,36031.77,8367.24,663,0,0,1
8e1ef1ca-b87f-4175-af39-0892a538f28b,Matthew Williams,26,Other,50191,42898.19,34702.67,451,1,18928,0
7c73a2e6-1764-4ad3-9c8f-d5f3e7655716,Amy Mccormick,19,Other,55385,28672.8,33117.87,758,1,39484,1
4c49eb86-d81f-4804-9c1a-1c84497872e9,Daniel Rodgers,26,Other,41383,22192.64,18598.04,825,0,0,0
badbef0c-f59a-43f3-9482-06739c378b49,Jacqueline Randall,28,Other,48748,38697.03,26566.92,382,1,18803,1
7d90c608-3839-4916-bddc-a019ad5a9f7d,Edwin Chase,20,Male,24653,20869.68,11279.15,377,1,19721,1
f3b66ac9-7d63-4baf-aee5-893c32e20f88,Joseph Rosario,26,Female,30922,23425.77,14318.55,315,0,0,0
021ec1e9-620d-4e66-847b-1a437881e7d5,William Brown,24,Male,45628,20800.85,9277.04,581,1,44026,1
38fa7051-8e1d-496c-88c3-8e19ce53fb60,Mr. Isaac Owens,27,Male,24256,15549.75,2832.07,381,0,0,0
5b937e18-137f-44c9-a31c-f8b6c30912a2,George Allen,18,Female,19104,12698.91,11810.97,315,1,44483,1
0a82fba9-6ebe-4c04-80da-e298108a2f2d,Ann Martinez,26,Male,57223,43814.87,38772.48,528,1,35005,1
fa0422b4-7e0e-469c-a647-80eb97f55a90,Jennifer Parker,20,Female,11376,7248.53,8236.25,341,1,17754,1
eb7cf914-c6e7-4bd3-92a7-d73bbbbbe86b,Michael Chavez,22,Other,51050,45304.66,15767.28,628,0,0,1
a23538b4-c44c-46a1-9942-c0a53b2df09e,Katherine Reed,29,Other,24833,19560.68,4291.21,681,1,28447,1
868609ca-5384-4f8e-b633-d24753a781a7,Ann Preston,28,Other,27155,20365.82,17368.71,511,1,36055,0
c58c0b55-42e7-49d3-b984-75e71f3af1bf,Sheila Tate,23,Female,52272,22316.36,16557.79,404,0,0,1
de90383f-bdc0-4279-b8ac-f30717de58a3,Jerry Smith,24,Female,32018,23859.25,19723.47,348,1,37358,1
642e47df-664a-4e40-bd18-b4901d8f11dc,Matthew Jones,28,Other,52352,40675.58,18860.0,459,1,34327,0
504d126e-3537-4e92-9dcf-b9705acd54aa,Bryan Neal,30,Other,26745,23099.86,12738.6,396,0,0,0
4062913d-a0b8-462f-a53d-3698de662a36,Jennifer Hamilton,28,Male,53770,41362.97,8311.43,542,0,0,1
5ba2dfa4-e9bd-4b0e-a96b-e011d9072677,Randy Adams,26,Female,32036,27254.24,17022.53,720,0,0,1
19bd59dc-4d35-4294-a378-0f2a94d3bb62,Peter Garrison,23,Male,29728,25162.38,22887.51,640,0,0,0
0d08c82a-2d6f-49ec-a27d-ca06f55d3150,Ryan Knight,26,Other,41573,28422.07,25296.18,834,1,8884,0
e2b758ce-de78-44b6-88d6-469422a1a9f7,Gabriel Cruz,29,Female,23627,15891.47,15142.04,835,1,11096,1
404cc04a-2397-40f7-a7c4-bc12ff6b2034,David Jordan,22,Other,46763,27031.63,10283.24,333,1,40427,1
10ab67eb-6197-4902-8cbf-62db9621fcbc,Joseph Nguyen,23,Female,16386,11509.89,4528.4,842,0,0,0
4f8900fa-a803-4cfd-bcc7-0c4234089fd6,Barbara Guerra,21,Other,52954,37287.25,41405.36,681,0,0,0
3aa8dc35-77f5-43b4-94a1-80d34c351a87,Nathan Yoder,25,Female,58108,45925.97,29300.56,812,0,0,0
6d3ffa9b-72bb-43cb-810b-d185e4646352,John Chang,27,Other,44489,27284.33,7840.71,739,1,13690,0
88d31bb8-8d05-4c20-b338-e672c1bd5b49,Anthony Garrett,19,Male,34403,24249.44,7958.16,668,0,0,1
05e39914-77aa-480d-b6e8-8130b2db5b91,Angela Rose,18,Female,18876,14472.56,9244.05,500,0,0,0
52c63260-d513-4771-9c30-ed090439790d,Thomas Conner,28,Male,40633,34732.85,28064.34,372,1,9493,1
f9783696-4fd3-4902-b608-7adb0be8f5a8,Anthony Barron,28,Female,54440,32357.48,41346.18,465,0,0,1
85d6bd56-2c31-4979-80c1-ed38f325c666,Carol Welch,20,Other,48311,30325.59,10202.37,586,1,20395,0
28c9572f-1c8d-44dd-837a-ce048825a8e8,Christopher York,28,Female,11784,8095.65,6076.2,711,0,0,1
48bbd090-f24c-413b-a49f-3fe1be7c7bb3,Sergio Holloway,25,Other,51169,45124.87,33490.82,739,1,44691,1
bad18b4c-d9e4-473f-8e15-558b6ac4630b,Dana Gibbs,27,Male,58299,27277.33,27491.49,689,1,43204,0
e7ca08a6-7138-467b-b0d6-5c4d4320bdf4,Jesse Snyder,23,Female,38197,21656.47,11679.67,662,0,0,0
c396b72a-73d5-44b8-91cc-85c384f55568,Christina Jones,22,Male,47017,37063.76,25682.97,544,0,0,1
c6087d09-3d06-42a5-a706-929224429574,Natasha Ramsey,21,Female,37826,18775.94,29668.16,710,1,20879,0
d269a84e-7a37-41ac-b600-91221c482ba7,Mary Nelson,28,Female,45187,31667.71,24516.81,581,1,42139,0
c92ba0a1-c8f0-4457-ae75-2148aa68ae78,Matthew Rodriguez,26,Male,49798,41559.69,20922.44,680,1,5241,1
8928f264-8257-487b-8b32-0f698f37959d,Michael Turner,19,Other,14074,7533.08,10232.48,575,1,37274,0
39acacb6-10b5-46da-a116-1f77620671a5,Kenneth Barber,24,Female,53971,44755.89,13011.84,384,1,42562,0
88cca02e-eabd-4de9-a413-bdae4a9024cc,Timothy Martinez,23,Male,45677,27536.3,11853.65,519,1,28069,0
540130df-f4a3-4784-a7ff-9cb7e5e3a0ed,Elizabeth Vasquez,19,Other,30923,17620.68,18247.61,661,1,42929,1
fe4794a4-7394-4b25-bf03-33b4c0cb3221,Ricardo Johnson,27,Female,31053,26257.82,8581.91,405,1,7912,0
71a92b4d-75d4-4558-8285-949538216e70,Stephanie Wallace,30,Female,48027,24650.87,8277.25,535,1,45856,1
5388c663-446b-464b-adfc-8f5832612cb7,Tammy Bailey,23,Female,11236,5516.64,8776.8,339,1,17532,1
c668b662-ce69-4c25-b1a9-085bb884a3a2,Theresa Bradley,19,Female,30807,14138.21,4491.1,363,0,0,0
421ee79c-d6f3-48ba-a93e-edb3a8a4fbc2,Frank Bailey,27,Female,39523,20325.11,24145.11,632,0,0,0
9eb4de67-8ffb-41de-bc0b-8e18c6286392,Marcia Sanchez,29,Male,13282,11828.0,8329.72,409,0,0,0
40b36ab9-0297-4947-b3b2-c97f802644be,Daniel Miller,24,Male,24342,11887.46,5063.29,473,1,40602,1
48476e26-4740-4400-96f3-fa4420e49362,Kimberly Harris,25,Female,22032,9386.62,10163.14,729,1,5820,0
95688033-561a-48a8-8d9c-b17de78b4a6b,Robert Houston,30,Other,49663,38024.86,21114.75,400,1,36348,1
b6480303-7686-4cf9-a7b4-79bbc5c84f3d,Lori Brown,25,Female,44536,24098.04,21142.41,443,0,0,0
191b0cd2-e067-4793-a17c-2ede85c433ee,Erin Weaver,22,Female,25447,10208.69,6119.12,826,1,17172,1
15296a6f-d49a-46f1-b936-eebf344fe802,Alexander Patterson,24,Female,18513,11388.24,3613.63,734,1,39340,1
be5a456e-d5fd-4383-b253-ca0b07771184,Jason Hubbard,27,Female,56399,40553.04,15931.51,552,0,0,0
f970ff68-67b7-40cb-a807-5beed933950d,Emily Gilbert,24,Other,14414,12606.55,7051.15,703,0,0,1
3946ddba-ca00-4b7a-af64-07928d1a5e93,Patricia White,28,Male,41284,33879.56,18013.02,322,1,21742,1
1e7402c0-fd48-47ce-bdc0-2f469c58c363,Katie Rogers,19,Female,19828,10536.29,4707.26,523,0,0,1
10495fd6-7b66-4312-a3e3-c956d3bedb0b,Mark Thomas,27,Female,22174,9879.18,12928.43,317,1,22724,0
d373b778-3621-4eac-8a30-49b9a73675e6,Cindy Garcia,21,Other,38590,21590.9,30066.21,313,0,0,1
825e8188-4960-4154-a647-b6f8aac0f236,Cheryl Lane,27,Female,34916,29055.02,11050.47,301,1,16731,0
cff135ab-e1f5-4ca2-b783-664d3f84fe11,Kim Wilson,29,Male,28427,11589.44,18646.46,758,0,0,1
8d3ae67c-a1e6-4363-a3c1-b29101abd8c5,Michelle Scott,18,Female,41359,16975.1,32932.82,746,1,42194,1
4eda0623-50a7-4d2b-905d-2de95f44e884,Mark Sanchez,18,Female,21692,11170.55,17037.27,764,1,31746,0
5a8e7aec-a7e8-4883-a348-e82acc26df8e,Tara Peters MD,27,Male,34894,26199.44,12214.8,361,1,30478,0
a02d3877-d46a-4419-aabd-02e75064f63b,Mrs. April Hernandez,23,Female,55171,49322.23,7485.15,375,0,0,1
35e4536f-ddb3-4910-ab84-48c33bb4fd66,Debra Gonzales,19,Other,19318,14620.97,4394.27,318,0,0,0
9764c194-2def-4011-bd89-f670893c65f3,Jamie Rice,28,Female,44266,29668.84,15004.66,559,0,0,0
9fcc259e-be94-44ab-82c0-0f9fe1d59fba,Stephen Walters,26,Female,29032,22227.69,9713.52,618,1,47540,1
2ebf95fc-6bed-4ad9-93a1-b969950234d7,Daniel Thomas,23,Other,37270,28187.98,26253.02,720,1,29899,1
39fadc88-40fd-4f1b-9ec0-6ef31d40b766,Chad Johns,28,Female,24048,11960.51,3658.33,336,1,30395,1
57361406-a6fe-4e18-9be1-80bc91f2398d,Stephanie Adams,30,Other,32917,13613.29,10749.4,826,0,0,0
3860ea84-ea74-4620-b432-40a638f3a99a,Meghan Mendoza,21,Other,13368,7364.52,9760.56,733,0,0,0
048ac6f2-b59e-4ac8-9152-d1aa72dcd058,Mary Ross,26,Female,35873,24741.05,18750.41,570,0,0,1
83946302-9aba-4973-9186-ae5054e55076,Carlos Russo,25,Other,57881,32558.96,38405.53,388,0,0,0
90d42852-4418-4c48-9b31-cbfaf125086c,Miranda Wells,30,Other,29299,24804.85,5636.9,780,0,0,0
5efa43b1-910f-414f-9be9-84a1ce2815fd,Patrick Peters,26,Female,53104,28314.77,42419.8,659,1,13507,1
efbaab3e-4680-4f93-8e93-4c5772becec5,Kayla Wright,23,Male,30838,22883.54,5683.89,313,0,0,0
0ef0ad06-4935-4266-a0da-0176796417e0,Kelsey Ashley,21,Other,19703,12758.35,6075.51,658,0,0,0
fbca8213-a783-4bf2-a84f-9e1efb75ea7c,David Smith,28,Other,16157,10376.82,9701.9,372,1,42129,0
ab4d1e99-acb2-4859-aa24-caac72e43ed5,Jamie Bryan,20,Male,52771,27576.9,35023.35,425,1,23472,1
0a46d401-2b6b-4014-82ce-e1af460b5e2b,Catherine Nelson,20,Female,22245,14385.59,8296.92,481,0,0,1
c15a52e7-3516-4308-b85c-7781ba13ed3a,Stacey Hubbard,27,Male,52994,36091.33,25180.04,816,0,0,1
7922c651-85d4-4311-b997-1bcc40ae62f7,Roy Rodriguez,27,Male,56443,27557.34,27017.54,824,0,0,1
1b0c67cf-0dd5-425a-8ec8-ed47af3b787f,Julia Zhang,18,Male,24354,15939.82,17177.35,552,1,24855,1
8e995dce-2725-401f-8911-590832c8ecc0,Sally Sherman,24,Female,35891,27919.15,25756.0,450,1,18755,0
52d7f1ad-8fb9-4b43-a490-6ae742990fe4,Steven Bates,27,Other,12712,7907.2,8375.72,338,0,0,0
d60fa1f0-165e-4a92-b299-bfee01491354,Kevin Stewart,22,Female,34349,28119.36,8708.02,357,1,49329,0
939c0bce-98f3-40e7-ac11-7aead943797b,Sarah Martin,18,Female,56409,33949.45,13133.6,421,0,0,1
ec8b3888-8d31-4d09-8ac7-eda2e6df33e3,James Johnson,22,Male,48598,34022.04,12935.16,459,0,0,1
4eff889b-5391-4717-bf1d-a52f6bf37c14,Cole Rhodes,19,Female,54074,46528.78,31443.28,628,1,19111,0
6459562d-30e1-489a-ba2f-dfac1996aa8c,Peter Hale,23,Male,26675,20750.37,4860.27,839,1,32046,1
4642d1a2-7864-4d55-9688-f0df055309a3,Victoria Taylor,24,Male,18436,15902.64,7132.48,831,1,39342,0
b0ce4642-4f1c-471a-87e0-c7da2adbbfea,Terry Brown,26,Other,49084,27351.52,14564.77,816,1,16867,0
866f640b-1b9f-4774-88ed-d897a4658a55,Margaret Wilson,28,Other,27500,13908.52,19528.85,773,0,0,1
f50c5862-8228-4f7a-86d0-050a76001069,Heather Tran,24,Male,57753,44939.8,9441.55,770,0,0,0
3dcc5108-7232-4cfc-b66a-90046778e2d6,Natasha Roberts,28,Male,20162,14398.5,5184.07,312,0,0,0
05ab2341-db39-4517-9097-94fc9ee95534,Crystal Barnes,24,Male,21217,10156.44,4978.84,534,1,44311,1
3f7cb90c-4c1c-4338-a027-0871f48e4f95,Elaine Kim,22,Male,32145,20210.11,15432.41,381,0,0,0
c8c8a99c-693c-4716-bf5c-9e6365efd55e,Susan Jackson,25,Male,20175,16509.38,5814.91,587,0,0,0
82f81100-57c3-4684-b9c1-c8034117124e,Daniel Nelson,21,Other,38966,32521.16,9825.36,326,1,41721,1
d13b36fa-f95a-4729-844d-0aab3db7e6ce,Angela Bailey,19,Other,32723,14574.04,19728.26,455,1,24837,0
40bf15de-7f98-48a6-8067-92de20848b5c,Patricia Hernandez,19,Female,25890,10998.04,15821.96,413,1,9379,1
e655e26a-eea6-432a-91cf-0871f2855706,Diana Price,18,Other,53073,40388.73,11083.78,796,0,0,0
5160015c-5d2a-4273-b406-cccaacdfabd4,Matthew Rice,18,Male,52833,29124.57,27796.9,730,0,0,1
5eece607-eba6-47c7-8903-e5376d35a6e6,Anthony James,25,Other,56981,27411.03,33735.2,850,0,0,0
7f39baa7-27ec-4e6d-9508-cc5276adbe61,Brianna Martin,24,Male,40233,33271.15,15927.08,456,1,15236,0
3d70e96a-b4e0-4fc8-95f7-d7a25d530549,Colleen Erickson,28,Female,55028,39826.57,35206.14,548,1,36418,0
c24db994-263b-4296-a9a1-585a8a14975a,Rebecca Greene,24,Female,13179,7244.64,4475.38,532,1,48946,1
4c94bf28-20a2-4199-abc6-ac4dad364a58,Randall Hurst,23,Female,19120,9174.07,5335.09,833,1,47818,0
f572b499-65fb-49c3-b5b6-1089290ab838,Sarah Estes,30,Male,33446,19058.73,23756.96,553,0,0,0
2e5eb09d-535d-4088-8fbf-1a94fefc5e23,Brian Hamilton,25,Female,30188,18470.21,9700.27,612,0,0,1
6c7cef3f-0c99-4326-960d-33b88a2164af,Isaac Mclean,24,Female,41758,17019.97,15305.89,826,0,0,0
5548e737-9613-4ed1-a921-e3ca6278b611,Leslie Johnson,19,Female,10655,5337.48,8320.4,765,1,10296,1
f8a77022-eff4-452e-bcd0-3af12f589aa4,Bryan Cox,27,Female,51137,34750.23,16635.33,533,0,0,1
493dcc2e-2759-4280-b95c-30690f824262,Linda Harvey,30,Male,57532,50127.97,31297.57,656,1,10967,1
7eaf3b26-fc10-4b6e-a28d-b97b6ead5a1c,James Hill,30,Male,39498,23070.99,23934.38,328,0,0,1
6dcc0b1f-adb5-4668-b54e-71f49c9d9b80,Claudia James,29,Male,54998,44889.16,29045.61,722,0,0,1
62c16959-fe3b-4fda-99ec-2cb4017386d1,Jill Swanson,18,Female,49335,35774.47,17890.07,752,1,36161,1
576200fa-10b1-4875-b371-2bba4df695d4,Andrew Harris,23,Male,40944,26213.0,25878.61,637,1,9533,0
e8d28f59-25d1-426c-a706-4c5489939118,Daisy Frye,23,Other,43387,38258.44,32066.88,387,0,0,0
